"","listlambda","SRknown","SRunknown"
"1",0.01,0.575992001676216,0.572924777132381
"2",0.2,0.77097235404417,0.756214408475687
"3",0.4,0.832562916545718,0.812069255627331
"4",0.666666666666667,0.871243392473508,0.847790690832116
"5",1.33333333333333,0.909064071076636,0.8845223639789
"6",2,0.922595180434307,0.898995660510875
"7",2.66666666666667,0.928683707760602,0.906272546262457
"8",3.33333333333333,0.931692943128652,0.910393988656526
"9",4,0.933219600076265,0.912899104371753
"10",4.66666666666667,0.933964669952177,0.914492014919562
"11",5.33333333333333,0.934273297972001,0.915534521694493
"12",6,0.934329374800826,0.91622827874672
"13",6.66666666666667,0.934236626149863,0.916692691583276
"14",7.33333333333333,0.934056084644681,0.917001861083393
"15",8,0.933824807133683,0.917203529101093
"16",8.66666666666667,0.933565810286068,0.917329410003244
"17",9.33333333333333,0.933293608519199,0.917401112162498
"18",10,0.933017426610153,0.917433674602213
"19",10.6666666666667,0.932743126257721,0.917437753922067
"20",11.3333333333333,0.932474394023705,0.917421017364866
"21",12,0.932213491229909,0.917389053286142
"22",12.6666666666667,0.931961736816568,0.917345979714721
"23",13.3333333333333,0.931719823488187,0.917294859234631
"24",14,0.931488027605415,0.917237986828068
"25",14.6666666666667,0.931266350125151,0.917177092725249
"26",15.3333333333333,0.931054612087685,0.917113487374101
"27",16,0.930852519729754,0.917048166359286
"28",16.6666666666667,0.930659709059635,0.916981887204279
"29",17.3333333333333,0.930475776404904,0.916915226173518
"30",18,0.93030029929884,0.9168486206769
"31",18.6666666666667,0.930132850667247,0.916782401195407
"32",19.3333333333333,0.929973008345679,0.916716815503047
"33",20,0.929820361330867,0.91665204717275
