"","listlambda","SRknown","SRunknown","SRmaxlist"
"1",0.01,0.792629184782347,0.808547976776168,1.11258063495208
"2",0.2,0.90830321251896,0.934283454898739,1.11258063495208
"3",0.4,0.960212076495239,0.990959069320997,1.11258063495208
"4",0.666666666666667,0.999111399802604,1.03264828820544,1.11258063495208
"5",1.33333333333333,1.04587981068106,1.08145647034561,1.11258063495208
"6",2,1.06741412280355,1.10344920624853,1.11258063495208
"7",2.66666666666667,1.0795723172754,1.11576225223588,1.11258063495208
"8",3.33333333333333,1.08723177449744,1.12349309360398,1.11258063495208
"9",4,1.09241179446617,1.12871471764655,1.11258063495208
"10",4.66666666666667,1.09609646715908,1.13242762286197,1.11258063495208
"11",5.33333333333333,1.09881939645505,1.1351714329266,1.11258063495208
"12",6,1.10089293069815,1.1372611167089,1.11258063495208
"13",6.66666666666667,1.10251084247395,1.13889179154077,1.11258063495208
"14",7.33333333333333,1.10379898761729,1.14019011170065,1.11258063495208
"15",8,1.10484221703007,1.14124145941149,1.11258063495208
"16",8.66666666666667,1.10569953861205,1.14210522543023,1.11258063495208
"17",9.33333333333333,1.10641307971903,1.14282382767014,1.11258063495208
"18",10,1.1070136018377,1.14342825553201,1.11258063495208
"19",10.6666666666667,1.10752401142479,1.14394159811722,1.11258063495208
"20",11.3333333333333,1.10796166161625,1.14438135706852,1.11258063495208
"21",12,1.10833990033642,1.14476100233038,1.11258063495208
"22",12.6666666666667,1.10866913526028,1.14509104264649,1.11258063495208
"23",13.3333333333333,1.10895758120943,1.14537977710677,1.11258063495208
"24",14,1.10921179414341,1.14563383232996,1.11258063495208
"25",14.6666666666667,1.10943705887191,1.14585855267285,1.11258063495208
"26",15.3333333333333,1.10963767469209,1.14605828784629,1.11258063495208
"27",16,1.10981716863491,1.14623660774498,1.11258063495208
"28",16.6666666666667,1.10997845660924,1.14639646486852,1.11258063495208
"29",17.3333333333333,1.11012396653733,1.1465403184934,1.11258063495208
"30",18,1.11025573341656,1.14667023058106,1.11258063495208
"31",18.6666666666667,1.11037547340798,1.14678794056054,1.11258063495208
"32",19.3333333333333,1.11048464208872,1.14689492415346,1.11258063495208
"33",20,1.11058448063004,1.14699244002586,1.11258063495208
